Region,LAWA Site ID,Site name,Estuary name,Date sampled ,Indicator,Units,Indicator value,,,,,,,,
Auckland,LAWA-103149,Elletts Beach,Manukau Harbour,2019/01/01,Macrofauna,N/A,2.98,,,,,,,,
Auckland,LAWA-103149,Elletts Beach,Manukau Harbour,2018/01/01,Mud_content,%,5.2,,,,,,,,
Auckland,LAWA-103149,Elletts Beach,Manukau Harbour,2018/01/01,Macrofauna,N/A,2.41,,,,,,,,
Auckland,LAWA-103149,Elletts Beach,Manukau Harbour,2017/01/01,Mud_content,%,4.1,,,,,,,,
Auckland,LAWA-103149,Elletts Beach,Manukau Harbour,2017/01/01,Macrofauna,N/A,2.27,,,,,,,,
Auckland,LAWA-103149,Elletts Beach,Manukau Harbour,2016/01/01,Mud_content,%,12.0,,,,,,,,
Auckland,LAWA-103149,Elletts Beach,Manukau Harbour,2016/01/01,Macrofauna,N/A,2.44,,,,,,,,
Auckland,LAWA-103149,Elletts Beach,Manukau Harbour,2015/01/01,Mud_content,%,12.1,,,,,,,,
Auckland,LAWA-103149,Elletts Beach,Manukau Harbour,2015/01/01,Macrofauna,N/A,2.58,,,,,,,,
Auckland,LAWA-103149,Elletts Beach,Manukau Harbour,2014/01/01,Mud_content,%,8.0,,,,,,,,
Auckland,LAWA-103149,Elletts Beach,Manukau Harbour,2014/01/01,Macrofauna,N/A,2.82,,,,,,,,
Auckland,LAWA-103149,Elletts Beach,Manukau Harbour,2013/01/01,Mud_content,%,7.3,,,,,,,,
Auckland,LAWA-103149,Elletts Beach,Manukau Harbour,2013/01/01,Macrofauna,N/A,2.57,,,,,,,,
Auckland,LAWA-103184,Harania,Manukau Harbour,2021/01/01,Arsenic,mg/kg,10.5,,,,,,,,
Auckland,LAWA-103184,Harania,Manukau Harbour,2021/01/01,Copper,mg/kg,13.4,,,,,,,,
Auckland,LAWA-103184,Harania,Manukau Harbour,2021/01/01,Lead,mg/kg,18.2,,,,,,,,
Auckland,LAWA-103184,Harania,Manukau Harbour,2021/01/01,Mercury,mg/kg,0.05,,,,,,,,
Auckland,LAWA-103184,Harania,Manukau Harbour,2021/01/01,Zinc,mg/kg,124,,,,,,,,
Auckland,LAWA-103184,Harania,Manukau Harbour,2021/01/01,Mud_content,%,90.4,,,,,,,,
Auckland,LAWA-103184,Harania,Manukau Harbour,2021/01/01,Macrofauna,N/A,5.50,,,,,,,,
Auckland,LAWA-103184,Harania,Manukau Harbour,2019/01/01,Arsenic,mg/kg,12.1,,,,,,,,
Auckland,LAWA-103184,Harania,Manukau Harbour,2019/01/01,Copper,mg/kg,16.2,,,,,,,,
Auckland,LAWA-103184,Harania,Manukau Harbour,2019/01/01,Lead,mg/kg,20.4,,,,,,,,
Auckland,LAWA-103184,Harania,Manukau Harbour,2019/01/01,Mercury,mg/kg,0.06,,,,,,,,
Auckland,LAWA-103184,Harania,Manukau Harbour,2019/01/01,Zinc,mg/kg,146,,,,,,,,
Auckland,LAWA-103184,Harania,Manukau Harbour,2019/01/01,Mud_content,%,87.6,,,,,,,,
Auckland,LAWA-103184,Harania,Manukau Harbour,2019/01/01,Macrofauna,N/A,5.23,,,,,,,,
Auckland,LAWA-103184,Harania,Manukau Harbour,2017/01/01,Arsenic,mg/kg,12.1,,,,,,,,
Auckland,LAWA-103184,Harania,Manukau Harbour,2017/01/01,Copper,mg/kg,13.6,,,,,,,,
Auckland,LAWA-103184,Harania,Manukau Harbour,2017/01/01,Lead,mg/kg,19.8,,,,,,,,
Auckland,LAWA-103184,Harania,Manukau Harbour,2017/01/01,Mercury,mg/kg,0.06,,,,,,,,
Auckland,LAWA-103184,Harania,Manukau Harbour,2017/01/01,Zinc,mg/kg,133,,,,,,,,
Auckland,LAWA-103184,Harania,Manukau Harbour,2017/01/01,Mud_content,%,88.5,,,,,,,,
Auckland,LAWA-103184,Harania,Manukau Harbour,2017/01/01,Macrofauna,N/A,5.74,,,,,,,,
Auckland,LAWA-103184,Harania,Manukau Harbour,2015/01/01,Arsenic,mg/kg,12.3,,,,,,,,
Auckland,LAWA-103184,Harania,Manukau Harbour,2015/01/01,Copper,mg/kg,17.9,,,,,,,,
Auckland,LAWA-103184,Harania,Manukau Harbour,2015/01/01,Lead,mg/kg,22.1,,,,,,,,
Auckland,LAWA-103184,Harania,Manukau Harbour,2015/01/01,Mercury,mg/kg,0.06,,,,,,,,
Auckland,LAWA-103184,Harania,Manukau Harbour,2015/01/01,Zinc,mg/kg,137,,,,,,,,
Auckland,LAWA-103184,Harania,Manukau Harbour,2015/01/01,Mud_content,%,86.9,,,,,,,,
Auckland,LAWA-103184,Harania,Manukau Harbour,2015/01/01,Macrofauna,N/A,5.65,,,,,,,,
Auckland,LAWA-103184,Harania,Manukau Harbour,2010/01/01,Copper,mg/kg,18.0,,,,,,,,
Auckland,LAWA-103184,Harania,Manukau Harbour,2010/01/01,Lead,mg/kg,24.0,,,,,,,,
Auckland,LAWA-103184,Harania,Manukau Harbour,2010/01/01,Zinc,mg/kg,132,,,,,,,,
Auckland,LAWA-103184,Harania,Manukau Harbour,2010/01/01,Mud_content,%,88.3,,,,,,,,
Auckland,LAWA-103184,Harania,Manukau Harbour,2010/01/01,Macrofauna,N/A,5.56,,,,,,,,
Auckland,LAWA-103185,Hillsborough,Manukau Harbour,2021/01/01,Arsenic,mg/kg,9.3,,,,,,,,
Auckland,LAWA-103185,Hillsborough,Manukau Harbour,2021/01/01,Copper,mg/kg,6.1,,,,,,,,
Auckland,LAWA-103185,Hillsborough,Manukau Harbour,2021/01/01,Lead,mg/kg,10.5,,,,,,,,
Auckland,LAWA-103185,Hillsborough,Manukau Harbour,2021/01/01,Mercury,mg/kg,0.02,,,,,,,,
Auckland,LAWA-103185,Hillsborough,Manukau Harbour,2021/01/01,Zinc,mg/kg,65,,,,,,,,
Auckland,LAWA-103185,Hillsborough,Manukau Harbour,2021/01/01,Mud_content,%,17.5,,,,,,,,
Auckland,LAWA-103185,Hillsborough,Manukau Harbour,2021/01/01,Macrofauna,N/A,3.59,,,,,,,,
Auckland,LAWA-103185,Hillsborough,Manukau Harbour,2015/01/01,Arsenic,mg/kg,7.1,,,,,,,,
Auckland,LAWA-103185,Hillsborough,Manukau Harbour,2015/01/01,Copper,mg/kg,7.4,,,,,,,,
Auckland,LAWA-103185,Hillsborough,Manukau Harbour,2015/01/01,Lead,mg/kg,11.2,,,,,,,,
Auckland,LAWA-103185,Hillsborough,Manukau Harbour,2015/01/01,Mercury,mg/kg,0.03,,,,,,,,
Auckland,LAWA-103185,Hillsborough,Manukau Harbour,2015/01/01,Zinc,mg/kg,64,,,,,,,,
Auckland,LAWA-103185,Hillsborough,Manukau Harbour,2015/01/01,Mud_content,%,35.3,,,,,,,,
Auckland,LAWA-103185,Hillsborough,Manukau Harbour,2010/01/01,Copper,mg/kg,6.7,,,,,,,,
Auckland,LAWA-103185,Hillsborough,Manukau Harbour,2010/01/01,Lead,mg/kg,12.1,,,,,,,,
Auckland,LAWA-103185,Hillsborough,Manukau Harbour,2010/01/01,Zinc,mg/kg,70,,,,,,,,
Auckland,LAWA-103185,Hillsborough,Manukau Harbour,2010/01/01,Mud_content,%,22.9,,,,,,,,
Auckland,LAWA-103150,Karaka Point,Manukau Harbour,2021/01/01,Mud_content,%,2.8,,,,,,,,
Auckland,LAWA-103150,Karaka Point,Manukau Harbour,2021/01/01,Macrofauna,N/A,3.05,,,,,,,,
Auckland,LAWA-103150,Karaka Point,Manukau Harbour,2020/01/01,Mud_content,%,2.9,,,,,,,,
Auckland,LAWA-103150,Karaka Point,Manukau Harbour,2020/01/01,Macrofauna,N/A,2.53,,,,,,,,
Auckland,LAWA-103150,Karaka Point,Manukau Harbour,2019/01/01,Mud_content,%,2.2,,,,,,,,
Auckland,LAWA-103150,Karaka Point,Manukau Harbour,2019/01/01,Macrofauna,N/A,2.57,,,,,,,,
Auckland,LAWA-103150,Karaka Point,Manukau Harbour,2018/01/01,Mud_content,%,3.0,,,,,,,,
Auckland,LAWA-103150,Karaka Point,Manukau Harbour,2018/01/01,Macrofauna,N/A,2.71,,,,,,,,
Auckland,LAWA-103150,Karaka Point,Manukau Harbour,2017/01/01,Mud_content,%,1.8,,,,,,,,
Auckland,LAWA-103150,Karaka Point,Manukau Harbour,2017/01/01,Macrofauna,N/A,2.99,,,,,,,,
Auckland,LAWA-103150,Karaka Point,Manukau Harbour,2016/01/01,Mud_content,%,3.2,,,,,,,,
Auckland,LAWA-103150,Karaka Point,Manukau Harbour,2016/01/01,Macrofauna,N/A,2.62,,,,,,,,
Auckland,LAWA-103150,Karaka Point,Manukau Harbour,2015/01/01,Mud_content,%,2.3,,,,,,,,
Auckland,LAWA-103150,Karaka Point,Manukau Harbour,2015/01/01,Macrofauna,N/A,2.69,,,,,,,,
Auckland,LAWA-103150,Karaka Point,Manukau Harbour,2014/01/01,Mud_content,%,2.3,,,,,,,,
Auckland,LAWA-103150,Karaka Point,Manukau Harbour,2014/01/01,Macrofauna,N/A,2.67,,,,,,,,
Auckland,LAWA-103150,Karaka Point,Manukau Harbour,2013/01/01,Mud_content,%,2.8,,,,,,,,
Auckland,LAWA-103150,Karaka Point,Manukau Harbour,2013/01/01,Macrofauna,N/A,2.59,,,,,,,,
Auckland,LAWA-103200,Karaka/Te Hihi Estuary,Manukau Harbour,2021/01/01,Arsenic,mg/kg,8.0,,,,,,,,
Auckland,LAWA-103200,Karaka/Te Hihi Estuary,Manukau Harbour,2021/01/01,Copper,mg/kg,3.0,,,,,,,,
Auckland,LAWA-103200,Karaka/Te Hihi Estuary,Manukau Harbour,2021/01/01,Lead,mg/kg,5.2,,,,,,,,
Auckland,LAWA-103200,Karaka/Te Hihi Estuary,Manukau Harbour,2021/01/01,Mercury,mg/kg,<ALD,,,,,,,,
Auckland,LAWA-103200,Karaka/Te Hihi Estuary,Manukau Harbour,2021/01/01,Zinc,mg/kg,35,,,,,,,,
Auckland,LAWA-103200,Karaka/Te Hihi Estuary,Manukau Harbour,2021/01/01,Mud_content,%,39.1,,,,,,,,
Auckland,LAWA-103200,Karaka/Te Hihi Estuary,Manukau Harbour,2021/01/01,Macrofauna,N/A,4.81,,,,,,,,
Auckland,LAWA-103200,Karaka/Te Hihi Estuary,Manukau Harbour,2019/01/01,Arsenic,mg/kg,7.7,,,,,,,,
Auckland,LAWA-103200,Karaka/Te Hihi Estuary,Manukau Harbour,2019/01/01,Copper,mg/kg,3.7,,,,,,,,
Auckland,LAWA-103200,Karaka/Te Hihi Estuary,Manukau Harbour,2019/01/01,Lead,mg/kg,5.5,,,,,,,,
Auckland,LAWA-103200,Karaka/Te Hihi Estuary,Manukau Harbour,2019/01/01,Mercury,mg/kg,0.02,,,,,,,,
Auckland,LAWA-103200,Karaka/Te Hihi Estuary,Manukau Harbour,2019/01/01,Zinc,mg/kg,40,,,,,,,,
Auckland,LAWA-103200,Karaka/Te Hihi Estuary,Manukau Harbour,2019/01/01,Mud_content,%,37.9,,,,,,,,
Auckland,LAWA-103200,Karaka/Te Hihi Estuary,Manukau Harbour,2019/01/01,Macrofauna,N/A,4.63,,,,,,,,
Auckland,LAWA-103186,Little Muddy,Manukau Harbour,2021/01/01,Arsenic,mg/kg,16.3,,,,,,,,
Auckland,LAWA-103186,Little Muddy,Manukau Harbour,2021/01/01,Copper,mg/kg,9.6,,,,,,,,
Auckland,LAWA-103186,Little Muddy,Manukau Harbour,2021/01/01,Lead,mg/kg,12.4,,,,,,,,
Auckland,LAWA-103186,Little Muddy,Manukau Harbour,2021/01/01,Mercury,mg/kg,0.04,,,,,,,,
Auckland,LAWA-103186,Little Muddy,Manukau Harbour,2021/01/01,Zinc,mg/kg,71,,,,,,,,
Auckland,LAWA-103186,Little Muddy,Manukau Harbour,2021/01/01,Mud_content,%,27.7,,,,,,,,
Auckland,LAWA-103186,Little Muddy,Manukau Harbour,2021/01/01,Macrofauna,N/A,4.15,,,,,,,,
Auckland,LAWA-103186,Little Muddy,Manukau Harbour,2018/01/01,Arsenic,mg/kg,13.0,,,,,,,,
Auckland,LAWA-103186,Little Muddy,Manukau Harbour,2018/01/01,Copper,mg/kg,10.1,,,,,,,,
Auckland,LAWA-103186,Little Muddy,Manukau Harbour,2018/01/01,Lead,mg/kg,11.9,,,,,,,,
Auckland,LAWA-103186,Little Muddy,Manukau Harbour,2018/01/01,Mercury,mg/kg,0.04,,,,,,,,
Auckland,LAWA-103186,Little Muddy,Manukau Harbour,2018/01/01,Zinc,mg/kg,73,,,,,,,,
Auckland,LAWA-103186,Little Muddy,Manukau Harbour,2018/01/01,Mud_content,%,27.5,,,,,,,,
Auckland,LAWA-103186,Little Muddy,Manukau Harbour,2018/01/01,Macrofauna,N/A,4.42,,,,,,,,
Auckland,LAWA-103186,Little Muddy,Manukau Harbour,2013/01/01,Arsenic,mg/kg,16.4,,,,,,,,
Auckland,LAWA-103186,Little Muddy,Manukau Harbour,2013/01/01,Copper,mg/kg,11.1,,,,,,,,
Auckland,LAWA-103186,Little Muddy,Manukau Harbour,2013/01/01,Lead,mg/kg,14.2,,,,,,,,
Auckland,LAWA-103186,Little Muddy,Manukau Harbour,2013/01/01,Mercury,mg/kg,0.04,,,,,,,,
Auckland,LAWA-103186,Little Muddy,Manukau Harbour,2013/01/01,Zinc,mg/kg,74,,,,,,,,
Auckland,LAWA-103186,Little Muddy,Manukau Harbour,2013/01/01,Mud_content,%,38.1,,,,,,,,
Auckland,LAWA-103186,Little Muddy,Manukau Harbour,2013/01/01,Macrofauna,N/A,4.56,,,,,,,,
Auckland,LAWA-103187,Māngere Cemetery,Manukau Harbour,2021/01/01,Arsenic,mg/kg,11.2,,,,,,,,
Auckland,LAWA-103187,Māngere Cemetery,Manukau Harbour,2021/01/01,Copper,mg/kg,11.8,,,,,,,,
Auckland,LAWA-103187,Māngere Cemetery,Manukau Harbour,2021/01/01,Lead,mg/kg,17.3,,,,,,,,
Auckland,LAWA-103187,Māngere Cemetery,Manukau Harbour,2021/01/01,Mercury,mg/kg,0.04,,,,,,,,
Auckland,LAWA-103187,Māngere Cemetery,Manukau Harbour,2021/01/01,Zinc,mg/kg,112,,,,,,,,
Auckland,LAWA-103187,Māngere Cemetery,Manukau Harbour,2021/01/01,Mud_content,%,86.1,,,,,,,,
Auckland,LAWA-103187,Māngere Cemetery,Manukau Harbour,2021/01/01,Macrofauna,N/A,4.87,,,,,,,,
Auckland,LAWA-103187,Māngere Cemetery,Manukau Harbour,2018/01/01,Arsenic,mg/kg,10.9,,,,,,,,
Auckland,LAWA-103187,Māngere Cemetery,Manukau Harbour,2018/01/01,Copper,mg/kg,11.7,,,,,,,,
Auckland,LAWA-103187,Māngere Cemetery,Manukau Harbour,2018/01/01,Lead,mg/kg,16.7,,,,,,,,
Auckland,LAWA-103187,Māngere Cemetery,Manukau Harbour,2018/01/01,Mercury,mg/kg,0.06,,,,,,,,
Auckland,LAWA-103187,Māngere Cemetery,Manukau Harbour,2018/01/01,Zinc,mg/kg,116,,,,,,,,
Auckland,LAWA-103187,Māngere Cemetery,Manukau Harbour,2018/01/01,Mud_content,%,78.7,,,,,,,,
Auckland,LAWA-103187,Māngere Cemetery,Manukau Harbour,2018/01/01,Macrofauna,N/A,4.77,,,,,,,,
Auckland,LAWA-103187,Māngere Cemetery,Manukau Harbour,2016/01/01,Arsenic,mg/kg,10.4,,,,,,,,
Auckland,LAWA-103187,Māngere Cemetery,Manukau Harbour,2016/01/01,Copper,mg/kg,12.8,,,,,,,,
Auckland,LAWA-103187,Māngere Cemetery,Manukau Harbour,2016/01/01,Lead,mg/kg,20.0,,,,,,,,
Auckland,LAWA-103187,Māngere Cemetery,Manukau Harbour,2016/01/01,Mercury,mg/kg,0.06,,,,,,,,
Auckland,LAWA-103187,Māngere Cemetery,Manukau Harbour,2016/01/01,Zinc,mg/kg,99,,,,,,,,
Auckland,LAWA-103187,Māngere Cemetery,Manukau Harbour,2016/01/01,Mud_content,%,84.1,,,,,,,,
Auckland,LAWA-103187,Māngere Cemetery,Manukau Harbour,2016/01/01,Macrofauna,N/A,5.55,,,,,,,,
Auckland,LAWA-103187,Māngere Cemetery,Manukau Harbour,2013/01/01,Arsenic,mg/kg,11.8,,,,,,,,
Auckland,LAWA-103187,Māngere Cemetery,Manukau Harbour,2013/01/01,Copper,mg/kg,15.3,,,,,,,,
Auckland,LAWA-103187,Māngere Cemetery,Manukau Harbour,2013/01/01,Lead,mg/kg,19.6,,,,,,,,
Auckland,LAWA-103187,Māngere Cemetery,Manukau Harbour,2013/01/01,Mercury,mg/kg,0.06,,,,,,,,
Auckland,LAWA-103187,Māngere Cemetery,Manukau Harbour,2013/01/01,Zinc,mg/kg,111,,,,,,,,
Auckland,LAWA-103187,Māngere Cemetery,Manukau Harbour,2013/01/01,Mud_content,%,78.3,,,,,,,,
Auckland,LAWA-103187,Māngere Cemetery,Manukau Harbour,2013/01/01,Macrofauna,N/A,5.13,,,,,,,,
Auckland,LAWA-103187,Māngere Cemetery,Manukau Harbour,2011/01/01,Copper,mg/kg,19.7,,,,,,,,
Auckland,LAWA-103187,Māngere Cemetery,Manukau Harbour,2011/01/01,Lead,mg/kg,24.2,,,,,,,,
Auckland,LAWA-103187,Māngere Cemetery,Manukau Harbour,2011/01/01,Zinc,mg/kg,129,,,,,,,,
Auckland,LAWA-103187,Māngere Cemetery,Manukau Harbour,2011/01/01,Mud_content,%,91.8,,,,,,,,
Auckland,LAWA-103187,Māngere Cemetery,Manukau Harbour,2011/01/01,Macrofauna,N/A,5.49,,,,,,,,
Auckland,LAWA-103197,Mauku/Taihiki River A,Manukau Harbour,2021/01/01,Arsenic,mg/kg,7.7,,,,,,,,
Auckland,LAWA-103197,Mauku/Taihiki River A,Manukau Harbour,2021/01/01,Copper,mg/kg,2.9,,,,,,,,
Auckland,LAWA-103197,Mauku/Taihiki River A,Manukau Harbour,2021/01/01,Lead,mg/kg,5.4,,,,,,,,
Auckland,LAWA-103197,Mauku/Taihiki River A,Manukau Harbour,2021/01/01,Mercury,mg/kg,<ALD,,,,,,,,
Auckland,LAWA-103197,Mauku/Taihiki River A,Manukau Harbour,2021/01/01,Zinc,mg/kg,34,,,,,,,,
Auckland,LAWA-103197,Mauku/Taihiki River A,Manukau Harbour,2021/01/01,Mud_content,%,40.2,,,,,,,,
Auckland,LAWA-103197,Mauku/Taihiki River A,Manukau Harbour,2021/01/01,Macrofauna,N/A,4.70,,,,,,,,
Auckland,LAWA-103197,Mauku/Taihiki River A,Manukau Harbour,2019/01/01,Arsenic,mg/kg,6.8,,,,,,,,
Auckland,LAWA-103197,Mauku/Taihiki River A,Manukau Harbour,2019/01/01,Copper,mg/kg,3.3,,,,,,,,
Auckland,LAWA-103197,Mauku/Taihiki River A,Manukau Harbour,2019/01/01,Lead,mg/kg,5.6,,,,,,,,
Auckland,LAWA-103197,Mauku/Taihiki River A,Manukau Harbour,2019/01/01,Mercury,mg/kg,<ALD,,,,,,,,
Auckland,LAWA-103197,Mauku/Taihiki River A,Manukau Harbour,2019/01/01,Zinc,mg/kg,39,,,,,,,,
Auckland,LAWA-103197,Mauku/Taihiki River A,Manukau Harbour,2019/01/01,Mud_content,%,39.3,,,,,,,,
Auckland,LAWA-103197,Mauku/Taihiki River A,Manukau Harbour,2019/01/01,Macrofauna,N/A,4.42,,,,,,,,
Auckland,LAWA-103198,Mauku/Taihiki River B,Manukau Harbour,2021/01/01,Arsenic,mg/kg,6.7,,,,,,,,
Auckland,LAWA-103198,Mauku/Taihiki River B,Manukau Harbour,2021/01/01,Copper,mg/kg,2.3,,,,,,,,
Auckland,LAWA-103198,Mauku/Taihiki River B,Manukau Harbour,2021/01/01,Lead,mg/kg,4.7,,,,,,,,
Auckland,LAWA-103198,Mauku/Taihiki River B,Manukau Harbour,2021/01/01,Mercury,mg/kg,<ALD,,,,,,,,
Auckland,LAWA-103198,Mauku/Taihiki River B,Manukau Harbour,2021/01/01,Zinc,mg/kg,29,,,,,,,,
Auckland,LAWA-103198,Mauku/Taihiki River B,Manukau Harbour,2021/01/01,Mud_content,%,23.1,,,,,,,,
Auckland,LAWA-103198,Mauku/Taihiki River B,Manukau Harbour,2021/01/01,Macrofauna,N/A,4.25,,,,,,,,
Auckland,LAWA-103198,Mauku/Taihiki River B,Manukau Harbour,2019/01/01,Arsenic,mg/kg,6.3,,,,,,,,
Auckland,LAWA-103198,Mauku/Taihiki River B,Manukau Harbour,2019/01/01,Copper,mg/kg,2.4,,,,,,,,
Auckland,LAWA-103198,Mauku/Taihiki River B,Manukau Harbour,2019/01/01,Lead,mg/kg,4.7,,,,,,,,
Auckland,LAWA-103198,Mauku/Taihiki River B,Manukau Harbour,2019/01/01,Mercury,mg/kg,<ALD,,,,,,,,
Auckland,LAWA-103198,Mauku/Taihiki River B,Manukau Harbour,2019/01/01,Zinc,mg/kg,30,,,,,,,,
Auckland,LAWA-103198,Mauku/Taihiki River B,Manukau Harbour,2019/01/01,Mud_content,%,24.6,,,,,,,,
Auckland,LAWA-103198,Mauku/Taihiki River B,Manukau Harbour,2019/01/01,Macrofauna,N/A,4.05,,,,,,,,
Auckland,LAWA-103148,Clarks Beach,Manukau Harbour,2022/01/01,Mud_content,%,11.0,,,,,,,,
Auckland,LAWA-103188,Mill Bay,Manukau Harbour,2021/01/01,Arsenic,mg/kg,13.2,,,,,,,,
Auckland,LAWA-103188,Mill Bay,Manukau Harbour,2021/01/01,Copper,mg/kg,3.7,,,,,,,,
Auckland,LAWA-103188,Mill Bay,Manukau Harbour,2021/01/01,Lead,mg/kg,8.1,,,,,,,,
Auckland,LAWA-103188,Mill Bay,Manukau Harbour,2021/01/01,Mercury,mg/kg,<ALD,,,,,,,,
Auckland,LAWA-103188,Mill Bay,Manukau Harbour,2021/01/01,Zinc,mg/kg,52,,,,,,,,
Auckland,LAWA-103188,Mill Bay,Manukau Harbour,2021/01/01,Mud_content,%,10.7,,,,,,,,
Auckland,LAWA-103188,Mill Bay,Manukau Harbour,2021/01/01,Macrofauna,N/A,3.66,,,,,,,,
Auckland,LAWA-103188,Mill Bay,Manukau Harbour,2015/01/01,Arsenic,mg/kg,10.7,,,,,,,,
Auckland,LAWA-103188,Mill Bay,Manukau Harbour,2015/01/01,Copper,mg/kg,4.0,,,,,,,,
Auckland,LAWA-103188,Mill Bay,Manukau Harbour,2015/01/01,Lead,mg/kg,8.5,,,,,,,,
Auckland,LAWA-103188,Mill Bay,Manukau Harbour,2015/01/01,Mercury,mg/kg,<ALD,,,,,,,,
Auckland,LAWA-103188,Mill Bay,Manukau Harbour,2015/01/01,Zinc,mg/kg,51,,,,,,,,
Auckland,LAWA-103188,Mill Bay,Manukau Harbour,2015/01/01,Mud_content,%,5.9,,,,,,,,
Auckland,LAWA-103188,Mill Bay,Manukau Harbour,2010/01/01,Copper,mg/kg,4.0,,,,,,,,
Auckland,LAWA-103188,Mill Bay,Manukau Harbour,2010/01/01,Lead,mg/kg,10.2,,,,,,,,
Auckland,LAWA-103188,Mill Bay,Manukau Harbour,2010/01/01,Zinc,mg/kg,65,,,,,,,,
Auckland,LAWA-103188,Mill Bay,Manukau Harbour,2010/01/01,Mud_content,%,6.5,,,,,,,,
Auckland,LAWA-103189,Pāhurehure Middle,Manukau Harbour,2021/01/01,Arsenic,mg/kg,12.2,,,,,,,,
Auckland,LAWA-103189,Pāhurehure Middle,Manukau Harbour,2021/01/01,Copper,mg/kg,3.5,,,,,,,,
Auckland,LAWA-103189,Pāhurehure Middle,Manukau Harbour,2021/01/01,Lead,mg/kg,7.6,,,,,,,,
Auckland,LAWA-103189,Pāhurehure Middle,Manukau Harbour,2021/01/01,Mercury,mg/kg,<ALD,,,,,,,,
Auckland,LAWA-103189,Pāhurehure Middle,Manukau Harbour,2021/01/01,Zinc,mg/kg,48,,,,,,,,
Auckland,LAWA-103189,Pāhurehure Middle,Manukau Harbour,2021/01/01,Mud_content,%,31.7,,,,,,,,
Auckland,LAWA-103189,Pāhurehure Middle,Manukau Harbour,2021/01/01,Macrofauna,N/A,4.51,,,,,,,,
Auckland,LAWA-103189,Pāhurehure Middle,Manukau Harbour,2019/01/01,Arsenic,mg/kg,10.8,,,,,,,,
Auckland,LAWA-103189,Pāhurehure Middle,Manukau Harbour,2019/01/01,Copper,mg/kg,2.4,,,,,,,,
Auckland,LAWA-103189,Pāhurehure Middle,Manukau Harbour,2019/01/01,Lead,mg/kg,6.4,,,,,,,,
Auckland,LAWA-103189,Pāhurehure Middle,Manukau Harbour,2019/01/01,Mercury,mg/kg,0.02,,,,,,,,
Auckland,LAWA-103189,Pāhurehure Middle,Manukau Harbour,2019/01/01,Zinc,mg/kg,40,,,,,,,,
Auckland,LAWA-103189,Pāhurehure Middle,Manukau Harbour,2019/01/01,Mud_content,%,12.7,,,,,,,,
Auckland,LAWA-103189,Pāhurehure Middle,Manukau Harbour,2019/01/01,Macrofauna,N/A,3.83,,,,,,,,
Auckland,LAWA-103189,Pāhurehure Middle,Manukau Harbour,2017/01/01,Arsenic,mg/kg,12.3,,,,,,,,
Auckland,LAWA-103189,Pāhurehure Middle,Manukau Harbour,2017/01/01,Copper,mg/kg,2.7,,,,,,,,
Auckland,LAWA-103189,Pāhurehure Middle,Manukau Harbour,2017/01/01,Lead,mg/kg,6.9,,,,,,,,
Auckland,LAWA-103189,Pāhurehure Middle,Manukau Harbour,2017/01/01,Mercury,mg/kg,0.02,,,,,,,,
Auckland,LAWA-103189,Pāhurehure Middle,Manukau Harbour,2017/01/01,Zinc,mg/kg,41,,,,,,,,
Auckland,LAWA-103189,Pāhurehure Middle,Manukau Harbour,2017/01/01,Mud_content,%,16.7,,,,,,,,
Auckland,LAWA-103189,Pāhurehure Middle,Manukau Harbour,2017/01/01,Macrofauna,N/A,3.91,,,,,,,,
Auckland,LAWA-103189,Pāhurehure Middle,Manukau Harbour,2015/01/01,Arsenic,mg/kg,9.3,,,,,,,,
Auckland,LAWA-103189,Pāhurehure Middle,Manukau Harbour,2015/01/01,Copper,mg/kg,2.1,,,,,,,,
Auckland,LAWA-103189,Pāhurehure Middle,Manukau Harbour,2015/01/01,Lead,mg/kg,5.9,,,,,,,,
Auckland,LAWA-103189,Pāhurehure Middle,Manukau Harbour,2015/01/01,Mercury,mg/kg,<ALD,,,,,,,,
Auckland,LAWA-103189,Pāhurehure Middle,Manukau Harbour,2015/01/01,Zinc,mg/kg,32,,,,,,,,
Auckland,LAWA-103189,Pāhurehure Middle,Manukau Harbour,2015/01/01,Mud_content,%,13.8,,,,,,,,
Auckland,LAWA-103189,Pāhurehure Middle,Manukau Harbour,2015/01/01,Macrofauna,N/A,3.61,,,,,,,,
Auckland,LAWA-103189,Pāhurehure Middle,Manukau Harbour,2012/01/01,Arsenic,mg/kg,9.4,,,,,,,,
Auckland,LAWA-103189,Pāhurehure Middle,Manukau Harbour,2012/01/01,Copper,mg/kg,1.8,,,,,,,,
Auckland,LAWA-103189,Pāhurehure Middle,Manukau Harbour,2012/01/01,Lead,mg/kg,5.7,,,,,,,,
Auckland,LAWA-103189,Pāhurehure Middle,Manukau Harbour,2012/01/01,Mercury,mg/kg,<ALD,,,,,,,,
Auckland,LAWA-103189,Pāhurehure Middle,Manukau Harbour,2012/01/01,Zinc,mg/kg,32,,,,,,,,
Auckland,LAWA-103189,Pāhurehure Middle,Manukau Harbour,2012/01/01,Mud_content,%,9.0,,,,,,,,
Auckland,LAWA-103189,Pāhurehure Middle,Manukau Harbour,2012/01/01,Macrofauna,N/A,4.24,,,,,,,,
Auckland,LAWA-103190,Pāhurehure Papakura,Manukau Harbour,2021/01/01,Arsenic,mg/kg,11.4,,,,,,,,
Auckland,LAWA-103190,Pāhurehure Papakura,Manukau Harbour,2021/01/01,Copper,mg/kg,7.4,,,,,,,,
